text,Label,Sentiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Billius27 @strauss_matt No one has the courage in HN HU.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Or donate to countries who need them  so there is more equity in distribution and to help stop the development of mutationsè,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@burlivespipe @CTVNews Jab yourself into oblivion, if you like. The rest of us are trying to figure out how we will pay for food, rent, mortgage, electricity, car payments, clothes, public transportation, kids expenses, medications ... #BuildBackBroke #Canada #covid19",economy,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GAKechnie @ktumulty Poor dogs getting shed on.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Rootbrian_ @WHO If not Covid will continue to be a menace.,covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@forsyth_barb @knugent4118 @Kelans27 @Ben_S_Harper But the institutions he damaged will take years to rebuild, if they ever can be. Remember when Canada had vaccine capacity and made medical isotopes?",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@midori_oshii @DickZoutman What do you think the safety regulators have missed? Or are you just spooked by things such as VAERS reports?,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MarkLevineNYC that's how it is in Canada.  to fly around or into the country.  to eat out.  masks mandated indoors everywhere.,precaution,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@aslatterly @Chapmans_Canada It's horrible.  I know someone vaccine injured as well (heart attack).  There is close to 30,000 permanently disabled from the vaccine in the US alone.   I notice the Chapman's ice cream rep, or whoever is answering on twitter, is too cowardly to respond to you.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@SammyG_MD I just read in another thread they may not have the infrastructure? Sometimes thing are easier said than done  òû,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@madonnajen @josh_wingrove He can predict that variants are INEVITABLE. And a waiver ask in May was too late. Delta was already wreaking havoc in India and made its way to the U.S. Waivers should have been granted when we first started rollin out the vaccine.,variant,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@rick_pittman Stand tall, #HoldTheLine and be proud to live by your principles. Could be that not being able to look yourself in the mirror makes you nasty.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@rick_pittman People have no empathy for people who decide not to vax, this type of treatment of unvaccinated is truly wrong and unfair yet people don't care bc they believe everyone is far right anti vaxxers ôÑ they are ok with it because it's become normalized to treat unvaccinated this way",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Thefirstspill @CBCAlerts It takes 100 days to amend the vaccine and bring it to production, then another year to produce, deliver and vaccinate the population. By that time, at least 2 new variants have emerged. The vaccine is thus useless. The best thing we can do is build our own immune systems.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@rick_pittman Thinking about you Rick. Life is hard enough without dealing with the events of the last 20 months. Unfortunately, those running our province/country refuse to consider the mental effect this is having on everyone - especially the 12-18yr olds. The poor kids don't deserve this",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@cranium243 @Tea_O_CANADA @tombrodbeck Actually the vaccine wasn't expected to eradicate the virus, before the vaccine came out they knew this would be endemic",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@IvabinSpended I wish I could trade places with you. We have been segregated from society for a month now. No restaurants, sports, gyms, theatres, jobs. I lost mine 2 weeks ago, for a virus no worse then the flu and an experimental vaccine that is killing and injuring thousands.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@WpgLoganberries @Tea_O_CANADA @tombrodbeck Prove it.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@SammyG_MD @dianemariereid Yes Ontario alone reported to let 4 million expire. They should have to replace them for other countries.,vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Jess_J_Snowden @Chapmans_Canada 30,000 people have been permanently disabled from the vaccine in the US alone (and that's just one type of injury).  I already know someone covid vaccine injured.  It's insane and idiotic until it happens to you.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@MattGiancolaPPC Leaving a life of crime as their only alternative. As a law abiding citizen I object to this policy that makes crime the obvious outcome.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@rick_pittman Sending you best wishes from Ireland    . Our public health agency are on the same destructive path here.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We need to get the vaccine out to those that want it world wide.  Canada and United States need to discontinue holding stock for those that have made the decision not to be vaccinated.  Let's help those that want help.,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MiaFarrow We were just tested coming home to US from a short trip to Canada, I think all incoming travelers need a negative test to fly in",movement,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@SammyG_MD JOHANNESBURG, Nov 24 (Reuters) - South Africa has asked Johnson and Johnson (JNJ.N) and Pfizer (PFE.N) to delay delivery of COVID-19 vaccines because it now has too much stock, health ministry officials said, as vaccine hesitancy slows an inoculation campaign.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@SammyG_MD South Africa's supply outstripped demand according to reports. It's likely a vaccine hesitancy issue, which needs to be tackled.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@whittakertp @fordnation @Chapmans_Canada They are pro vaccination and a company that seems to treat its workers well, so I'm guessing no, they are NOT Con donors",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@maurizio1975 @SillyMetsFan @QueenLilithIII @RobertKennedyJr Every single study is in that book. Every trial and every test but its not surprising you would accuse Kennedy of spreading #FakeNews when you don't have the guts to look for truth, even when its handed to you on a silver platter.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@winter_canada @GypsysoulK @CTVNews @whittakertp No"" 
It is not. You have ZERO right to be privy to someone's personal medical info. Being vaccinated protects you, not others. Concerned about catching Covid? Stay home"" .",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@moist_turtel @voluntaryasmine I need to stay here and hold the line. Can't flee and leave only one country against totalitarianism. When it comes to vaccine passports and a social credit system, this war can be won by saying no and not complying.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JeremyCom The black card back canadian variant!!!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Mikeggibbs I think people need to accept that COVID-19 is/will be endemic like the flu except that unlike the flu where we've had a century or more to biologically adapt, C19 will be a more fatal beast for years to come especially to unvaccinated people.",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@dennyhamlin If that's in Michigan I've been but I haven't been in a year or two because of covid-19 I have my shots and I'm going to be over the cross soon because they're lifting the Border and testing policy here in Canada.,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@sunshine22kas @Carolyn_Bennett Nobody RSVP'd is more like it.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@jharodia_vivek @CitImmCanada Only due to Covid yes,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Not shifting in Canada. We are pathetic,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@J0ann3 Flying back from Malawi, I travel through Johannesburg. South Africa; London, Heathrow; and Toronto before getting back to Ottawa. My last trip was Jan/Feb 2020. If I travelled that route now, I'd fully expect to be locked in a box until proved clear of any sort of Covid.",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@cmontant @markpoloncarz @GovKathyHochul What about the WIDE open southern border,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@DonWell71557483 @BenitoBrayHale @bryan_leblanc @PierrePoilievre Because it was the root cause of inflation.

I assume you understand why only a hypocrite would support the covid spending, and then complain about its inflation implications.

That's Conservatism.",economy,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@TheVelvetDays @fitterhappierAJ @kprather88 @JuliaRaifman We had all this in Canada. Big subsidies. Huge government expenditure. It ultimately comes down to masks, because there is no way for everyone to work from home. So many HCW caught Covid; many were (and are still) not allowed to wear respirators. Did not have to be that way.",precaution,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@SethZero1 @bitcoinpasada @nicebit_net Canadians can't be prevented entering Canada constitutionally, it's insane.",movement,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@goodgolly247 @StephenKing Tons of people, including me. Surgeries and treatment in Canada has been seriously impacted by unvaccinated Covid patients. I shouldn't have to bleed to death because of other people's poor choices.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@urlheather It's a shit show here, be thankful how Canada is at least trying",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@lollybags45 @Legaleagle26 @birgitomo So anti-vaxxers in Canada are bad evil people but those in Africa are victims of colonialism?,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@CanuckTraveler @RodKahx @Dan_GT2 What Canadian winter vacation options are there? Both coast are currently disaster zones.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@TheeRealHoneyy You can't go to jail with a replica!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JoeZinner @CFIB So Canadians can't get covid?,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@bcnutritionista @StephenKing You bled to death?,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@jwindh @snolen Omg! How many are they going to send on their way ""  who test negative ( for now) that are NOT going to quarantine and eventually turn positive b/c of contacting it on the plane ""  this is a nightmare and why we are where we are  § "" ∏è",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@IshatReza @SammyG_MD What other people/nations could Canada have helped save lives? #Cdnpoli How much was wasted?  Why did that happen?,covid/pandemic,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Prosperous1776 Biden chose Kamala because he promise to pick a Black female as his running mate.  Biden is a racist.  Being the result of a Mother if India decent and a Jamaican   Father, Kamala  who was raised in Canada ( and  not of African decent) is the least Black he could find.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@rick_pittman @KrisEriksen77 Ugh an all to familiar story,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@VeeLedson @fitterhappierAJ @kprather88 @JuliaRaifman I agree with you that we need workplace, school and general govt subsidies making respirators available to everyone. I think of density reduction and strongly strengthening masking protocols and quality as necessarily hand in hand, not either/or, but it sounds like we agree there!",precaution,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"One of the greatest things about a successful society is respecting others and their choices 

#Canada #Quebec #Covid #Freedom",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Julzangell @fordnation @JustinTrudeau Same issue here. If they want use to be vaxxed so bad then they'd make it available to us. Very strange.,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@SammyG_MD Same thing flying air Canada to Dominican Republic last week. No one checked vaccine status. Not once.,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@SammyG_MD According to reports, they have too much supply, asked companies to stop sending supply. That is not the issue. The issue was reluctance.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @BeagleLogic @Mhansen25W How's this for science-

Pre covid the UN projected 3.1 mil US deaths in 2020 and guess how many we had! 3.1 mil!

 Your cherry picked data literally shows a
  SEVEN DAY AVERAGE IN CANADA  
 
That's not science it's called propaganda. Do better tomorrow",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @drajm Post second shot, one kid thinks he's been a little tired, past 36 hours now.  But really they've been literally running around the house and LOUD.  So normal stuff aside from a little soreness in the arm, which you have to ask about because it doesn't occur to them.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Mar33Denise I understand if people are forced to get it because of their job maybe they would rather get this one but admittedly I will say I'm surprised that several of my readers on Telegram who never get any shots said they would get this one if they had to.,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@sam33385717 @laura4444445 @SkyNews I can see nurse assistants aka ""drug prescriptors"" in your future if thats true",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@RyMc86 LOL your idiocy knows no bounds

I live in South Australia. We have had 4 deaths from Rona total. (I think 2 of them were idiot Canadian or American Happy Clappers) 

We have mostly been covid free. Our economy is going fine due to people doing whatever they want LOCALLY",economy,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@imncreasing @BOLG8TR @LepreShawn1 @kcrnicu Canada is treating a Covid recovery like an innoculation and I'm not opposed to that.

Studies show that those who have an inoculation after an infection are 50% less likely to be reinfected, maybe it's that",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@olthwaite_eric So naturally you think the rest of the world could have done what an isolated island nation has been able to do. I'm glad for you. But we are moving on. Continue living in your bubble. Doesn't bother me.,movement,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@kylenabecker SAY NO TO COVID-19 VACCINES

Get your covid-19 Digital QR certificate  or PAPER CARD without taking the vaccine. Send a dm to get your QR Scan Covid-19 Passports without taking the vaccine.

USA
UK
EU
AUSTRALIA
CANADA
IRELAND
AUSTRIA",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@CheriDiNovo What pisses me off, is that my daughter and I got 1st dose mid October. The government now says we have to wait till after December 9th for dose 2. They extended the wait time. Now they're throwing out vaccines?! That's insane!!",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MattGiancolaPPC Precursor to a UBI based on social credit score? #Chinafication #No2MrGlobal  
#plaguelaws
#freedom
#slavery 
#divideandconquer
#financialcontrol",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@AHS_media Will Alberta be receiving doses of the Novavax COVID-19 vaccine if it's approved by Health Canada?,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
